Model,Scene,LPIPS,Masked LPIPS,Masked PSNR,Masked SSIM,PSNR,SSIM
2dgs,Caterpillar,0.3181877136230469,0.3508564233779907,19.026016235351562,0.5941261649131775,22.492834091186523,0.7425041198730469
2dgs,counter,0.23366783559322357,0.16067180037498474,20.402584075927734,0.793993353843689,28.047765731811523,0.8896432518959045
2dgs,Courthouse,0.3124571740627289,0.421568900346756,17.064001083374023,0.5377995371818542,21.425413131713867,0.782216489315033
2dgs,flowers,0.37938135862350464,0.4223310351371765,18.591148376464844,0.5034323334693909,21.067522048950195,0.5714056491851807
2dgs,garden,0.1550227850675583,0.15221956372261047,24.37953758239746,0.8209061622619629,26.60024070739746,0.8374446034431458
2dgs,Ignatius,0.2754216194152832,0.26484164595603943,18.897911071777344,0.6547954678535461,21.762386322021484,0.7570973038673401
2dgs,kitchen,0.14897382259368896,0.10861175507307053,27.80329704284668,0.9109987616539001,30.263671875,0.9137042164802551
2dgs,Meetingroom,0.26690104603767395,0.24227744340896606,18.75291633605957,0.6990165710449219,25.000667572021484,0.8611026406288147
2dgs,room,0.24635979533195496,0.19572091102600098,24.176164627075195,0.8124203085899353,30.58669090270996,0.904313325881958
2dgs,stump,0.26436519622802734,0.24131129682064056,23.50684356689453,0.7352725863456726,26.110305786132812,0.754364013671875
2dgs,treehill,0.3808530569076538,0.38658401370048523,19.017602920532227,0.5160725116729736,22.29220962524414,0.6160461902618408
2dgs,Truck,0.24248862266540527,0.18837498128414154,19.579776763916016,0.7409982681274414,24.674652099609375,0.8492380380630493
2dgs,average,0.2665368805329005,0.251443538069725,21.31652743021647,0.7082283655802409,25.554310353597007,0.7979530692100525
radegs,Barn,0.23281782865524292,0.19878330826759338,21.36377716064453,0.761897087097168,26.781330108642578,0.8586588501930237
radegs,bicycle,0.24303779006004333,0.22993893921375275,21.49234390258789,0.6856817603111267,24.505781173706055,0.7564547657966614
radegs,bonsai,0.07162171602249146,0.0450579859316349,27.373741149902344,0.94858717918396,30.249191284179688,0.9597052335739136
radegs,Caterpillar,0.2694219648838043,0.2945069968700409,18.78236198425293,0.6551992297172546,21.732254028320312,0.775037944316864
radegs,counter,0.10192353278398514,0.09154655784368515,24.350454330444336,0.8962944746017456,28.985456466674805,0.9279201626777649
radegs,Courthouse,0.33526527881622314,0.4417603313922882,16.037363052368164,0.4972516596317291,19.54209327697754,0.7528305649757385
radegs,flowers,0.3562169075012207,0.39479029178619385,17.693317413330078,0.4649169147014618,21.402393341064453,0.5941353440284729
radegs,garden,0.1610160917043686,0.14823342859745026,22.7751522064209,0.7871076464653015,26.08207893371582,0.8305084109306335
