Model,Dataset,Scene,filename,Metric,standard_value,Masked_Value,Difference
linprim,tnt,Barn,linprim_Barn_000001.png,PSNR,23.932415008544922,18.9830379486084,4.949377059936523
linprim,tnt,Barn,linprim_Barn_000009.png,PSNR,26.778060913085938,20.445209503173828,6.332851409912109
linprim,tnt,Barn,linprim_Barn_000017.png,PSNR,24.699113845825195,19.619422912597656,5.079690933227539
linprim,tnt,Barn,linprim_Barn_000025.png,PSNR,23.4200382232666,17.067859649658203,6.352178573608398
linprim,tnt,Barn,linprim_Barn_000033.png,PSNR,27.11312484741211,20.509384155273438,6.603740692138672
linprim,tnt,Barn,linprim_Barn_000041.png,PSNR,28.13043975830078,21.584583282470703,6.545856475830078
linprim,tnt,Barn,linprim_Barn_000049.png,PSNR,27.54958724975586,20.529937744140625,7.019649505615234
linprim,tnt,Barn,linprim_Barn_000057.png,PSNR,26.601598739624023,21.5555477142334,5.046051025390625
linprim,tnt,Barn,linprim_Barn_000065.png,PSNR,27.0577449798584,22.689353942871094,4.368391036987305
linprim,tnt,Barn,linprim_Barn_000073.png,PSNR,26.111217498779297,21.199172973632812,4.912044525146484
linprim,tnt,Barn,linprim_Barn_000081.png,PSNR,25.708311080932617,20.855093002319336,4.853218078613281
linprim,tnt,Barn,linprim_Barn_000089.png,PSNR,26.000043869018555,21.220108032226562,4.779935836791992
linprim,tnt,Barn,linprim_Barn_000097.png,PSNR,27.28084373474121,23.380582809448242,3.9002609252929688
linprim,tnt,Barn,linprim_Barn_000105.png,PSNR,24.57334327697754,18.651330947875977,5.9220123291015625
linprim,tnt,Barn,linprim_Barn_000113.png,PSNR,23.90441131591797,17.097076416015625,6.807334899902344
linprim,tnt,Barn,linprim_Barn_000121.png,PSNR,25.517614364624023,19.048336029052734,6.469278335571289
linprim,tnt,Barn,linprim_Barn_000129.png,PSNR,25.18906593322754,19.421838760375977,5.7672271728515625
linprim,tnt,Barn,linprim_Barn_000137.png,PSNR,27.32302474975586,20.251062393188477,7.071962356567383
linprim,tnt,Barn,linprim_Barn_000145.png,PSNR,29.33588981628418,23.489776611328125,5.846113204956055
linprim,tnt,Barn,linprim_Barn_000153.png,PSNR,28.889530181884766,24.019332885742188,4.870197296142578
linprim,tnt,Barn,linprim_Barn_000161.png,PSNR,24.578962326049805,19.173582077026367,5.4053802490234375
linprim,tnt,Barn,linprim_Barn_000169.png,PSNR,26.020511627197266,19.259273529052734,6.761238098144531
linprim,tnt,Barn,linprim_Barn_000177.png,PSNR,24.100072860717773,17.77431297302246,6.3257598876953125
linprim,tnt,Barn,linprim_Barn_000185.png,PSNR,25.884628295898438,19.413227081298828,6.471401214599609
linprim,tnt,Barn,linprim_Barn_000193.png,PSNR,25.941389083862305,20.30544662475586,5.635942459106445
linprim,tnt,Barn,linprim_Barn_000201.png,PSNR,27.68949317932129,21.623886108398438,6.065607070922852
linprim,tnt,Barn,linprim_Barn_000209.png,PSNR,23.415233612060547,18.462188720703125,4.953044891357422
linprim,tnt,Barn,linprim_Barn_000217.png,PSNR,24.870769500732422,20.978302001953125,3.892467498779297
linprim,tnt,Barn,linprim_Barn_000225.png,PSNR,25.629352569580078,19.214061737060547,6.415290832519531
linprim,tnt,Barn,linprim_Barn_000233.png,PSNR,25.086009979248047,18.35604476928711,6.7299652099609375
linprim,tnt,Barn,linprim_Barn_000241.png,PSNR,28.245153427124023,21.818788528442383,6.426364898681641
linprim,tnt,Barn,linprim_Barn_000249.png,PSNR,24.067781448364258,16.649593353271484,7.418188095092773
linprim,tnt,Barn,linprim_Barn_000257.png,PSNR,26.50149154663086,21.447343826293945,5.054147720336914
linprim,tnt,Barn,linprim_Barn_000265.png,PSNR,29.577129364013672,23.781604766845703,5.795524597167969
linprim,tnt,Barn,linprim_Barn_000273.png,PSNR,27.228397369384766,22.853792190551758,4.374605178833008
linprim,tnt,Barn,linprim_Barn_000281.png,PSNR,30.616992950439453,24.120492935180664,6.496500015258789
linprim,tnt,Barn,linprim_Barn_000289.png,PSNR,27.2312068939209,21.61104965209961,5.620157241821289
linprim,tnt,Barn,linprim_Barn_000297.png,PSNR,29.07698631286621,22.052038192749023,7.0249481201171875
linprim,tnt,Barn,linprim_Barn_000305.png,PSNR,29.069507598876953,21.85734748840332,7.212160110473633
linprim,tnt,Barn,linprim_Barn_000313.png,PSNR,26.33296012878418,20.427064895629883,5.905895233154297
linprim,tnt,Barn,linprim_Barn_000321.png,PSNR,26.52610969543457,20.854080200195312,5.672029495239258
linprim,tnt,Barn,linprim_Barn_000329.png,PSNR,25.113746643066406,19.57280921936035,5.540937423706055
linprim,tnt,Barn,linprim_Barn_000337.png,PSNR,28.88788604736328,23.46001625061035,5.42786979675293
linprim,tnt,Barn,linprim_Barn_000345.png,PSNR,31.051856994628906,22.558433532714844,8.493423461914062
linprim,tnt,Barn,linprim_Barn_000353.png,PSNR,28.903179168701172,19.00428581237793,9.898893356323242
linprim,tnt,Barn,linprim_Barn_000361.png,PSNR,29.0546817779541,20.435945510864258,8.618736267089844
linprim,tnt,Barn,linprim_Barn_000369.png,PSNR,24.315977096557617,18.937631607055664,5.378345489501953
linprim,tnt,Barn,linprim_Barn_000377.png,PSNR,25.88886070251465,19.564579010009766,6.324281692504883
linprim,tnt,Barn,linprim_Barn_000385.png,PSNR,27.274547576904297,21.82938575744629,5.445161819458008
linprim,tnt,Barn,linprim_Barn_000393.png,PSNR,29.280054092407227,24.34109878540039,4.938955307006836
linprim,tnt,Barn,linprim_Barn_000401.png,PSNR,31.739974975585938,26.41189956665039,5.328075408935547
linprim,tnt,Barn,linprim_Barn_000409.png,PSNR,31.923431396484375,26.449811935424805,5.47361946105957
linprim,tnt,Barn,linprim_Barn_000001.png,SSIM,0.8195153474807739,0.667218804359436,0.1522965431213379
linprim,tnt,Barn,linprim_Barn_000009.png,SSIM,0.8622955679893494,0.7578088045120239,0.10448676347732544
linprim,tnt,Barn,linprim_Barn_000017.png,SSIM,0.786679208278656,0.6920433044433594,0.09463590383529663
linprim,tnt,Barn,linprim_Barn_000025.png,SSIM,0.8169532418251038,0.6662537455558777,0.15069949626922607
linprim,tnt,Barn,linprim_Barn_000033.png,SSIM,0.8632593750953674,0.7603831887245178,0.10287618637084961
linprim,tnt,Barn,linprim_Barn_000041.png,SSIM,0.9038137793540955,0.8215023279190063,0.08231145143508911
linprim,tnt,Barn,linprim_Barn_000049.png,SSIM,0.9340218305587769,0.8718497157096863,0.062172114849090576
linprim,tnt,Barn,linprim_Barn_000057.png,SSIM,0.865122377872467,0.7772395610809326,0.08788281679153442
linprim,tnt,Barn,linprim_Barn_000065.png,SSIM,0.790385365486145,0.7303333878517151,0.06005197763442993
linprim,tnt,Barn,linprim_Barn_000073.png,SSIM,0.7847781181335449,0.7356980443000793,0.049080073833465576
linprim,tnt,Barn,linprim_Barn_000081.png,SSIM,0.8015965819358826,0.7673708200454712,0.03422576189041138
linprim,tnt,Barn,linprim_Barn_000089.png,SSIM,0.7276840209960938,0.703576385974884,0.024107635021209717
linprim,tnt,Barn,linprim_Barn_000097.png,SSIM,0.7691680788993835,0.7435842752456665,0.02558380365371704
linprim,tnt,Barn,linprim_Barn_000105.png,SSIM,0.798272430896759,0.6574152112007141,0.14085721969604492
linprim,tnt,Barn,linprim_Barn_000113.png,SSIM,0.7709707617759705,0.5813397169113159,0.18963104486465454
linprim,tnt,Barn,linprim_Barn_000121.png,SSIM,0.7944538593292236,0.6711151003837585,0.12333875894546509
linprim,tnt,Barn,linprim_Barn_000129.png,SSIM,0.8660485148429871,0.7477020621299744,0.1183464527130127
linprim,tnt,Barn,linprim_Barn_000137.png,SSIM,0.8701040148735046,0.7856323719024658,0.08447164297103882
linprim,tnt,Barn,linprim_Barn_000145.png,SSIM,0.8580494523048401,0.8222725987434387,0.03577685356140137
linprim,tnt,Barn,linprim_Barn_000153.png,SSIM,0.8226966261863708,0.7669187188148499,0.055777907371520996
linprim,tnt,Barn,linprim_Barn_000161.png,SSIM,0.760248601436615,0.6423400640487671,0.1179085373878479
linprim,tnt,Barn,linprim_Barn_000169.png,SSIM,0.8083562254905701,0.6833930015563965,0.12496322393417358
linprim,tnt,Barn,linprim_Barn_000177.png,SSIM,0.8030136823654175,0.6660169959068298,0.13699668645858765
linprim,tnt,Barn,linprim_Barn_000185.png,SSIM,0.8576192855834961,0.754324197769165,0.10329508781433105
linprim,tnt,Barn,linprim_Barn_000193.png,SSIM,0.8380213975906372,0.6679586172103882,0.17006278038024902
linprim,tnt,Barn,linprim_Barn_000201.png,SSIM,0.8101214170455933,0.739788830280304,0.0703325867652893
linprim,tnt,Barn,linprim_Barn_000209.png,SSIM,0.8834121227264404,0.6511171460151672,0.2322949767112732
linprim,tnt,Barn,linprim_Barn_000217.png,SSIM,0.8949296474456787,0.6754817366600037,0.21944791078567505
linprim,tnt,Barn,linprim_Barn_000225.png,SSIM,0.8481965065002441,0.7452541589736938,0.10294234752655029
linprim,tnt,Barn,linprim_Barn_000233.png,SSIM,0.8540685176849365,0.6746029853820801,0.17946553230285645
linprim,tnt,Barn,linprim_Barn_000241.png,SSIM,0.9234380125999451,0.836387038230896,0.08705097436904907
linprim,tnt,Barn,linprim_Barn_000249.png,SSIM,0.824670672416687,0.6121833324432373,0.2124873399734497
linprim,tnt,Barn,linprim_Barn_000257.png,SSIM,0.8259550333023071,0.7075138688087463,0.11844116449356079
linprim,tnt,Barn,linprim_Barn_000265.png,SSIM,0.8745235204696655,0.7418542504310608,0.13266927003860474
linprim,tnt,Barn,linprim_Barn_000273.png,SSIM,0.8104954361915588,0.7544293999671936,0.056066036224365234
linprim,tnt,Barn,linprim_Barn_000281.png,SSIM,0.8627447485923767,0.7508182525634766,0.11192649602890015
linprim,tnt,Barn,linprim_Barn_000289.png,SSIM,0.7761372923851013,0.5963854789733887,0.17975181341171265
linprim,tnt,Barn,linprim_Barn_000297.png,SSIM,0.92180997133255,0.870337724685669,0.051472246646881104
linprim,tnt,Barn,linprim_Barn_000305.png,SSIM,0.899967610836029,0.8084295392036438,0.09153807163238525
linprim,tnt,Barn,linprim_Barn_000313.png,SSIM,0.8900630474090576,0.8134313225746155,0.07663172483444214
linprim,tnt,Barn,linprim_Barn_000321.png,SSIM,0.8361387848854065,0.7176637649536133,0.11847501993179321
linprim,tnt,Barn,linprim_Barn_000329.png,SSIM,0.8332844972610474,0.7319052815437317,0.10137921571731567
linprim,tnt,Barn,linprim_Barn_000337.png,SSIM,0.8808910250663757,0.7717053890228271,0.10918563604354858
linprim,tnt,Barn,linprim_Barn_000345.png,SSIM,0.9054726958274841,0.8137034177780151,0.091769278049469
linprim,tnt,Barn,linprim_Barn_000353.png,SSIM,0.9155083298683167,0.7503331899642944,0.16517513990402222
linprim,tnt,Barn,linprim_Barn_000361.png,SSIM,0.9268103837966919,0.7871738076210022,0.1396365761756897
linprim,tnt,Barn,linprim_Barn_000369.png,SSIM,0.784349262714386,0.6467996835708618,0.13754957914352417
linprim,tnt,Barn,linprim_Barn_000377.png,SSIM,0.7885378003120422,0.6650209426879883,0.12351685762405396
linprim,tnt,Barn,linprim_Barn_000385.png,SSIM,0.8083984851837158,0.7011145949363708,0.10728389024734497
linprim,tnt,Barn,linprim_Barn_000393.png,SSIM,0.8365675210952759,0.7687289714813232,0.06783854961395264
linprim,tnt,Barn,linprim_Barn_000401.png,SSIM,0.8502116203308105,0.8044476509094238,0.04576396942138672
linprim,tnt,Barn,linprim_Barn_000409.png,SSIM,0.8794618844985962,0.8483836650848389,0.031078219413757324
linprim,tnt,Barn,linprim_Barn_000001.png,LPIPS,0.23566311597824097,0.29446014761924744,0.05879703164100647
linprim,tnt,Barn,linprim_Barn_000009.png,LPIPS,0.1832604706287384,0.20523209869861603,0.021971628069877625
linprim,tnt,Barn,linprim_Barn_000017.png,LPIPS,0.26964837312698364,0.26314854621887207,-0.006499826908111572
linprim,tnt,Barn,linprim_Barn_000025.png,LPIPS,0.2523788809776306,0.2864861488342285,0.0341072678565979
linprim,tnt,Barn,linprim_Barn_000033.png,LPIPS,0.202829509973526,0.21990489959716797,0.017075389623641968
linprim,tnt,Barn,linprim_Barn_000041.png,LPIPS,0.1610754132270813,0.21094408631324768,0.04986867308616638
linprim,tnt,Barn,linprim_Barn_000049.png,LPIPS,0.1457228660583496,0.17497825622558594,0.029255390167236328
linprim,tnt,Barn,linprim_Barn_000057.png,LPIPS,0.23303796350955963,0.18891358375549316,-0.04412437975406647
linprim,tnt,Barn,linprim_Barn_000065.png,LPIPS,0.28440725803375244,0.2440904676914215,-0.04031679034233093
linprim,tnt,Barn,linprim_Barn_000073.png,LPIPS,0.29752159118652344,0.2769845128059387,-0.020537078380584717
linprim,tnt,Barn,linprim_Barn_000081.png,LPIPS,0.2683815360069275,0.263727068901062,-0.0046544671058654785
linprim,tnt,Barn,linprim_Barn_000089.png,LPIPS,0.3550909161567688,0.1816350519657135,-0.1734558641910553
linprim,tnt,Barn,linprim_Barn_000097.png,LPIPS,0.34605342149734497,0.15571314096450806,-0.19034028053283691
linprim,tnt,Barn,linprim_Barn_000105.png,LPIPS,0.2933689057826996,0.3672293424606323,0.07386043667793274
linprim,tnt,Barn,linprim_Barn_000113.png,LPIPS,0.2989228069782257,0.31781309843063354,0.018890291452407837
linprim,tnt,Barn,linprim_Barn_000121.png,LPIPS,0.28409940004348755,0.32539862394332886,0.04129922389984131
linprim,tnt,Barn,linprim_Barn_000129.png,LPIPS,0.18592123687267303,0.28496086597442627,0.09903962910175323
linprim,tnt,Barn,linprim_Barn_000137.png,LPIPS,0.18942299485206604,0.21991267800331116,0.030489683151245117
linprim,tnt,Barn,linprim_Barn_000145.png,LPIPS,0.20414967834949493,0.13531988859176636,-0.06882978975772858
linprim,tnt,Barn,linprim_Barn_000153.png,LPIPS,0.22736388444900513,0.11349137127399445,-0.11387251317501068
linprim,tnt,Barn,linprim_Barn_000161.png,LPIPS,0.29325634241104126,0.232412651181221,-0.06084369122982025
linprim,tnt,Barn,linprim_Barn_000169.png,LPIPS,0.25447991490364075,0.26849520206451416,0.014015287160873413
linprim,tnt,Barn,linprim_Barn_000177.png,LPIPS,0.2526455521583557,0.2831724286079407,0.03052687644958496
linprim,tnt,Barn,linprim_Barn_000185.png,LPIPS,0.1965819001197815,0.2137061357498169,0.0171242356300354
linprim,tnt,Barn,linprim_Barn_000193.png,LPIPS,0.2551548480987549,0.28989529609680176,0.034740447998046875
linprim,tnt,Barn,linprim_Barn_000201.png,LPIPS,0.32905298471450806,0.19332681596279144,-0.1357261687517166
linprim,tnt,Barn,linprim_Barn_000209.png,LPIPS,0.16521655023097992,0.30217403173446655,0.13695748150348663
linprim,tnt,Barn,linprim_Barn_000217.png,LPIPS,0.18190880119800568,0.27145546674728394,0.08954666554927826
linprim,tnt,Barn,linprim_Barn_000225.png,LPIPS,0.22516915202140808,0.26374781131744385,0.03857865929603577
linprim,tnt,Barn,linprim_Barn_000233.png,LPIPS,0.20210927724838257,0.2241290658712387,0.02201978862285614
linprim,tnt,Barn,linprim_Barn_000241.png,LPIPS,0.13768288493156433,0.1103905588388443,-0.027292326092720032
linprim,tnt,Barn,linprim_Barn_000249.png,LPIPS,0.28273874521255493,0.3989478349685669,0.11620908975601196
linprim,tnt,Barn,linprim_Barn_000257.png,LPIPS,0.24674884974956512,0.30681368708610535,0.06006483733654022
linprim,tnt,Barn,linprim_Barn_000265.png,LPIPS,0.18754807114601135,0.3023416996002197,0.11479362845420837
linprim,tnt,Barn,linprim_Barn_000273.png,LPIPS,0.2780393362045288,0.2873997092247009,0.00936037302017212
linprim,tnt,Barn,linprim_Barn_000281.png,LPIPS,0.26868361234664917,0.22799132764339447,-0.0406922847032547
linprim,tnt,Barn,linprim_Barn_000289.png,LPIPS,0.3666048049926758,0.2440311163663864,-0.12257368862628937
linprim,tnt,Barn,linprim_Barn_000297.png,LPIPS,0.1918570101261139,0.1493074595928192,-0.04254955053329468
linprim,tnt,Barn,linprim_Barn_000305.png,LPIPS,0.1736971139907837,0.17796257138252258,0.004265457391738892
linprim,tnt,Barn,linprim_Barn_000313.png,LPIPS,0.19608506560325623,0.22263935208320618,0.02655428647994995
linprim,tnt,Barn,linprim_Barn_000321.png,LPIPS,0.2584940791130066,0.27555954456329346,0.017065465450286865
linprim,tnt,Barn,linprim_Barn_000329.png,LPIPS,0.22960811853408813,0.26205945014953613,0.032451331615448
linprim,tnt,Barn,linprim_Barn_000337.png,LPIPS,0.2171342968940735,0.23403772711753845,0.016903430223464966
linprim,tnt,Barn,linprim_Barn_000345.png,LPIPS,0.21965011954307556,0.123141348361969,-0.09650877118110657
linprim,tnt,Barn,linprim_Barn_000353.png,LPIPS,0.1908407211303711,0.32875609397888184,0.13791537284851074
linprim,tnt,Barn,linprim_Barn_000361.png,LPIPS,0.18930912017822266,0.2367691993713379,0.047460079193115234
linprim,tnt,Barn,linprim_Barn_000369.png,LPIPS,0.2676217555999756,0.2335566133260727,-0.03406514227390289
linprim,tnt,Barn,linprim_Barn_000377.png,LPIPS,0.2665255069732666,0.2826010584831238,0.016075551509857178
linprim,tnt,Barn,linprim_Barn_000385.png,LPIPS,0.24930281937122345,0.17415213584899902,-0.07515068352222443
linprim,tnt,Barn,linprim_Barn_000393.png,LPIPS,0.21093031764030457,0.1513843983411789,-0.05954591929912567
linprim,tnt,Barn,linprim_Barn_000401.png,LPIPS,0.19619253277778625,0.08964146673679352,-0.10655106604099274
linprim,tnt,Barn,linprim_Barn_000409.png,LPIPS,0.16707606613636017,0.08354437351226807,-0.0835316926240921
linprim,mp360,bicycle,linprim_bicycle__DSC8679.png,PSNR,21.10698890686035,19.211105346679688,1.895883560180664
linprim,mp360,bicycle,linprim_bicycle__DSC8687.png,PSNR,18.93975830078125,16.37375259399414,2.5660057067871094
linprim,mp360,bicycle,linprim_bicycle__DSC8695.png,PSNR,19.39132308959961,17.276596069335938,2.114727020263672
linprim,mp360,bicycle,linprim_bicycle__DSC8703.png,PSNR,20.774763107299805,19.120582580566406,1.6541805267333984
linprim,mp360,bicycle,linprim_bicycle__DSC8711.png,PSNR,21.588462829589844,19.510496139526367,2.0779666900634766
linprim,mp360,bicycle,linprim_bicycle__DSC8719.png,PSNR,22.922035217285156,20.127565383911133,2.7944698333740234
linprim,mp360,bicycle,linprim_bicycle__DSC8727.png,PSNR,25.33765983581543,23.017993927001953,2.3196659088134766
linprim,mp360,bicycle,linprim_bicycle__DSC8735.png,PSNR,25.29649543762207,22.969064712524414,2.3274307250976562
linprim,mp360,bicycle,linprim_bicycle__DSC8744.png,PSNR,24.236244201660156,21.20751953125,3.0287246704101562
linprim,mp360,bicycle,linprim_bicycle__DSC8752.png,PSNR,25.16736602783203,22.604812622070312,2.5625534057617188
linprim,mp360,bicycle,linprim_bicycle__DSC8760.png,PSNR,24.16673469543457,22.151538848876953,2.015195846557617
linprim,mp360,bicycle,linprim_bicycle__DSC8768.png,PSNR,23.486713409423828,21.292343139648438,2.1943702697753906
linprim,mp360,bicycle,linprim_bicycle__DSC8776.png,PSNR,26.161418914794922,23.350236892700195,2.8111820220947266
linprim,mp360,bicycle,linprim_bicycle__DSC8784.png,PSNR,26.770315170288086,24.240711212158203,2.529603958129883
linprim,mp360,bicycle,linprim_bicycle__DSC8792.png,PSNR,26.65416717529297,24.12166404724121,2.532503128051758
linprim,mp360,bicycle,linprim_bicycle__DSC8800.png,PSNR,26.885631561279297,24.731101989746094,2.154529571533203
linprim,mp360,bicycle,linprim_bicycle__DSC8808.png,PSNR,25.54434585571289,22.291324615478516,3.253021240234375
linprim,mp360,bicycle,linprim_bicycle__DSC8816.png,PSNR,26.194698333740234,24.104814529418945,2.089883804321289
linprim,mp360,bicycle,linprim_bicycle__DSC8824.png,PSNR,27.858383178710938,25.616161346435547,2.2422218322753906
linprim,mp360,bicycle,linprim_bicycle__DSC8832.png,PSNR,27.457735061645508,24.477445602416992,2.9802894592285156
linprim,mp360,bicycle,linprim_bicycle__DSC8840.png,PSNR,26.479534149169922,24.221384048461914,2.258150100708008
linprim,mp360,bicycle,linprim_bicycle__DSC8848.png,PSNR,26.114421844482422,24.120685577392578,1.9937362670898438
linprim,mp360,bicycle,linprim_bicycle__DSC8856.png,PSNR,27.718463897705078,24.99028968811035,2.7281742095947266
linprim,mp360,bicycle,linprim_bicycle__DSC8864.png,PSNR,24.362865447998047,22.52057647705078,1.8422889709472656
linprim,mp360,bicycle,linprim_bicycle__DSC8872.png,PSNR,25.900861740112305,22.966005325317383,2.934856414794922
linprim,mp360,bicycle,linprim_bicycle__DSC8679.png,SSIM,0.6033952236175537,0.5481969118118286,0.0551983118057251
linprim,mp360,bicycle,linprim_bicycle__DSC8687.png,SSIM,0.5409284830093384,0.48043254017829895,0.06049594283103943
linprim,mp360,bicycle,linprim_bicycle__DSC8695.png,SSIM,0.5541122555732727,0.4932970106601715,0.060815244913101196
linprim,mp360,bicycle,linprim_bicycle__DSC8703.png,SSIM,0.6712568998336792,0.6518575549125671,0.01939934492111206
linprim,mp360,bicycle,linprim_bicycle__DSC8711.png,SSIM,0.6849197745323181,0.6477615237236023,0.03715825080871582
linprim,mp360,bicycle,linprim_bicycle__DSC8719.png,SSIM,0.718622624874115,0.6741284728050232,0.0444941520690918
linprim,mp360,bicycle,linprim_bicycle__DSC8727.png,SSIM,0.7752075791358948,0.7553338408470154,0.019873738288879395
linprim,mp360,bicycle,linprim_bicycle__DSC8735.png,SSIM,0.7720015645027161,0.7443170547485352,0.027684509754180908
linprim,mp360,bicycle,linprim_bicycle__DSC8744.png,SSIM,0.6913686394691467,0.6253494024276733,0.06601923704147339
linprim,mp360,bicycle,linprim_bicycle__DSC8752.png,SSIM,0.7710617780685425,0.7431949973106384,0.027866780757904053
linprim,mp360,bicycle,linprim_bicycle__DSC8760.png,SSIM,0.7394744753837585,0.734388530254364,0.005085945129394531
linprim,mp360,bicycle,linprim_bicycle__DSC8768.png,SSIM,0.730778157711029,0.6848985552787781,0.04587960243225098
linprim,mp360,bicycle,linprim_bicycle__DSC8776.png,SSIM,0.7923360466957092,0.7669245600700378,0.025411486625671387
linprim,mp360,bicycle,linprim_bicycle__DSC8784.png,SSIM,0.8152756094932556,0.8013046383857727,0.01397097110748291
linprim,mp360,bicycle,linprim_bicycle__DSC8792.png,SSIM,0.7715891599655151,0.7577945590019226,0.01379460096359253
linprim,mp360,bicycle,linprim_bicycle__DSC8800.png,SSIM,0.7858684062957764,0.8044214248657227,-0.01855301856994629
linprim,mp360,bicycle,linprim_bicycle__DSC8808.png,SSIM,0.7666445970535278,0.7206811308860779,0.04596346616744995
linprim,mp360,bicycle,linprim_bicycle__DSC8816.png,SSIM,0.8075369000434875,0.7983530163764954,0.009183883666992188
linprim,mp360,bicycle,linprim_bicycle__DSC8824.png,SSIM,0.8342079520225525,0.8342176675796509,-9.715557098388672e-06
linprim,mp360,bicycle,linprim_bicycle__DSC8832.png,SSIM,0.8113887310028076,0.8123897314071655,-0.0010010004043579102
linprim,mp360,bicycle,linprim_bicycle__DSC8840.png,SSIM,0.7707905173301697,0.7798663973808289,-0.00907588005065918
linprim,mp360,bicycle,linprim_bicycle__DSC8848.png,SSIM,0.7695457339286804,0.7762527465820312,-0.00670701265335083
linprim,mp360,bicycle,linprim_bicycle__DSC8856.png,SSIM,0.8272219300270081,0.8245592713356018,0.00266265869140625
linprim,mp360,bicycle,linprim_bicycle__DSC8864.png,SSIM,0.6897783875465393,0.6890401840209961,0.0007382035255432129
linprim,mp360,bicycle,linprim_bicycle__DSC8872.png,SSIM,0.7972888946533203,0.7810269594192505,0.016261935234069824
linprim,mp360,bicycle,linprim_bicycle__DSC8679.png,LPIPS,0.29384851455688477,0.3305368423461914,0.03668832778930664
linprim,mp360,bicycle,linprim_bicycle__DSC8687.png,LPIPS,0.3058208227157593,0.3058605194091797,3.9696693420410156e-05
linprim,mp360,bicycle,linprim_bicycle__DSC8695.png,LPIPS,0.34073179960250854,0.3564930558204651,0.015761256217956543
linprim,mp360,bicycle,linprim_bicycle__DSC8703.png,LPIPS,0.23650327324867249,0.2367272526025772,0.00022397935390472412
linprim,mp360,bicycle,linprim_bicycle__DSC8711.png,LPIPS,0.26630479097366333,0.27915266156196594,0.012847870588302612
linprim,mp360,bicycle,linprim_bicycle__DSC8719.png,LPIPS,0.23685063421726227,0.2248852401971817,-0.011965394020080566
linprim,mp360,bicycle,linprim_bicycle__DSC8727.png,LPIPS,0.19122377038002014,0.18144358694553375,-0.00978018343448639
linprim,mp360,bicycle,linprim_bicycle__DSC8735.png,LPIPS,0.19496865570545197,0.19344893097877502,-0.001519724726676941
linprim,mp360,bicycle,linprim_bicycle__DSC8744.png,LPIPS,0.277638703584671,0.2604110836982727,-0.017227619886398315
linprim,mp360,bicycle,linprim_bicycle__DSC8752.png,LPIPS,0.20426777005195618,0.20996561646461487,0.005697846412658691
linprim,mp360,bicycle,linprim_bicycle__DSC8760.png,LPIPS,0.22864976525306702,0.1906065046787262,-0.03804326057434082
linprim,mp360,bicycle,linprim_bicycle__DSC8768.png,LPIPS,0.24618765711784363,0.26397818326950073,0.017790526151657104
linprim,mp360,bicycle,linprim_bicycle__DSC8776.png,LPIPS,0.1894417405128479,0.15060164034366608,-0.038840100169181824
linprim,mp360,bicycle,linprim_bicycle__DSC8784.png,LPIPS,0.1714865267276764,0.1376347541809082,-0.03385177254676819
linprim,mp360,bicycle,linprim_bicycle__DSC8792.png,LPIPS,0.2576204240322113,0.1829642504453659,-0.0746561735868454
linprim,mp360,bicycle,linprim_bicycle__DSC8800.png,LPIPS,0.2155432105064392,0.14430877566337585,-0.07123443484306335
linprim,mp360,bicycle,linprim_bicycle__DSC8808.png,LPIPS,0.23717698454856873,0.20299610495567322,-0.03418087959289551
linprim,mp360,bicycle,linprim_bicycle__DSC8816.png,LPIPS,0.16390946507453918,0.1392730325460434,-0.02463643252849579
linprim,mp360,bicycle,linprim_bicycle__DSC8824.png,LPIPS,0.19052556157112122,0.1182144433259964,-0.07231111824512482
linprim,mp360,bicycle,linprim_bicycle__DSC8832.png,LPIPS,0.24579475820064545,0.13314056396484375,-0.1126541942358017
linprim,mp360,bicycle,linprim_bicycle__DSC8840.png,LPIPS,0.2296345978975296,0.15848073363304138,-0.07115386426448822
linprim,mp360,bicycle,linprim_bicycle__DSC8848.png,LPIPS,0.262988805770874,0.16575653851032257,-0.09723226726055145
linprim,mp360,bicycle,linprim_bicycle__DSC8856.png,LPIPS,0.20179888606071472,0.12128179520368576,-0.08051709085702896
linprim,mp360,bicycle,linprim_bicycle__DSC8864.png,LPIPS,0.28395724296569824,0.2280920445919037,-0.055865198373794556
linprim,mp360,bicycle,linprim_bicycle__DSC8872.png,LPIPS,0.20884336531162262,0.13020843267440796,-0.07863493263721466
linprim,mp360,bonsai,linprim_bonsai_DSCF5565.png,PSNR,22.972238540649414,19.36608123779297,3.6061573028564453
linprim,mp360,bonsai,linprim_bonsai_DSCF5573.png,PSNR,28.194454193115234,23.967809677124023,4.226644515991211
linprim,mp360,bonsai,linprim_bonsai_DSCF5581.png,PSNR,32.78788375854492,27.488052368164062,5.299831390380859
linprim,mp360,bonsai,linprim_bonsai_DSCF5589.png,PSNR,31.110389709472656,25.144981384277344,5.9654083251953125
linprim,mp360,bonsai,linprim_bonsai_DSCF5597.png,PSNR,33.43431854248047,28.568710327148438,4.865608215332031
linprim,mp360,bonsai,linprim_bonsai_DSCF5605.png,PSNR,33.5163459777832,28.29651641845703,5.219829559326172
linprim,mp360,bonsai,linprim_bonsai_DSCF5613.png,PSNR,29.069427490234375,26.119558334350586,2.949869155883789
linprim,mp360,bonsai,linprim_bonsai_DSCF5621.png,PSNR,33.47279357910156,28.421297073364258,5.051496505737305
